Request_ID,Amount,Payment_Method,Payment_Status
2523,813.24,Card,Paid
2524,37.9,Card,Pending
2525,330.17,Card,Paid
2526,684.62,Cash,Paid
2527,88.79,Cash,Paid
2528,19.16,Card,Pending
2529,51.17,Card,Pending
2530,929.54,Cash,Paid
2531,97.06,Cash,Pending
2532,23.45,Cash,Pending
2533,67.53,Cash,Pending
2534,87.72,Cash,Pending
2535,94.85,Card,Pending
2536,760.37,Cash,Paid
2537,95.48,Card,Pending
2538,200.47,Wallet,Paid
2539,49.25,Cash,Pending
2540,98.05,Card,Pending
2541,177.78,Card,Paid
2542,45.46,Cash,Pending
2543,88.73,Cash,Pending
2544,14.5,Cash,Pending
2545,19.23,Card,Pending
2546,19.09,Cash,Pending
2547,92.04,Card,Pending
2548,46.36,Cash,Pending
2549,736.17,Wallet,Paid
2550,9.21,Cash,Pending
2551,84.01,Cash,Pending
2552,18.05,Card,Pending
2553,6.23,Card,Pending
2554,401.97,Cash,Paid
2555,932.38,Card,Paid
2556,83.38,Card,Pending
2557,12.27,Cash,Pending
2558,5.08,Cash,Pending
2559,7.08,Card,Pending
2560,320.66,Wallet,Paid
2561,566.1,Card,Paid
2562,38.9,Card,Pending
2563,27.09,Card,Pending
2564,14.02,Cash,Pending
2565,681.98,Wallet,Paid
2566,42.18,Cash,Pending
2567,429.08,Cash,Paid
2568,13.23,Card,Pending
2569,31.92,Card,Pending
2570,91.41,Cash,Pending
2571,48.25,Card,Pending
2572,16.43,Cash,Pending
2573,78.6,Cash,Pending
2574,36.33,Cash,Pending
2575,55.49,Card,Pending
2576,94.23,Card,Pending
2577,79.76,Cash,Pending
2578,0.62,Card,Pending
2579,307.53,Card,Paid
2580,5.6,Cash,Pending
2581,815.39,Wallet,Paid
2582,47.48,Cash,Pending
2583,684.87,Wallet,Paid
2584,86.24,Cash,Pending
2585,226.88,Card,Paid
2586,83.13,Cash,Pending
2587,971.05,Wallet,Paid
2588,253.46,Cash,Paid
2589,965.58,Cash,Paid
2590,0.57,Card,Pending
2591,978.32,Cash,Paid
2592,172.97,Cash,Paid
2593,63.0,Cash,Pending
2594,44.57,Card,Pending
2595,275.45,Card,Paid
2596,41.93,Cash,Pending
2597,24.19,Card,Pending
2598,842.76,Wallet,Paid
2599,44.22,Cash,Pending
2600,44.88,Cash,Pending
2601,26.86,Card,Pending
2602,661.8,Cash,Paid
2603,4.43,Card,Pending
2604,612.14,Cash,Paid
2605,73.94,Card,Pending
2606,595.0,Cash,Paid
2607,97.91,Card,Pending
2608,632.57,Wallet,Paid
2609,6.75,Card,Pending
2610,8.54,Cash,Pending
2611,18.67,Card,Pending
2612,60.95,Cash,Pending
2613,445.68,Cash,Paid
2614,182.43,Card,Paid
2615,369.51,Card,Paid
2616,44.55,Card,Pending
2617,88.11,Cash,Pending
2618,638.97,Card,Paid
2619,733.12,Wallet,Paid
2620,95.73,Cash,Pending
2621,52.13,Cash,Pending
2622,43.39,Cash,Pending
2623,23.21,Cash,Pending
2624,302.36,Wallet,Paid
2625,64.52,Card,Pending
2626,883.3,Cash,Paid
2627,91.08,Cash,Pending
2628,12.33,Cash,Pending
2629,24.84,Cash,Pending
2630,326.91,Cash,Paid
2631,53.41,Card,Pending
2632,682.64,Cash,Paid
2633,17.79,Card,Pending
2634,294.86,Card,Paid
2635,81.45,Cash,Pending
2636,40.52,Card,Pending
2637,445.02,Cash,Paid
2638,79.07,Cash,Pending
2639,63.55,Card,Pending
2640,55.16,Card,Pending
2641,97.64,Cash,Pending
2642,393.56,Card,Paid
2643,336.58,Cash,Paid
2644,648.59,Wallet,Paid
2645,835.69,Card,Paid
2646,57.12,Card,Pending
2647,65.38,Cash,Pending
2648,452.4,Wallet,Paid
2649,73.38,Cash,Pending
2650,13.92,Card,Pending
2651,85.58,Card,Pending
2652,3.06,Cash,Pending
2653,95.08,Card,Pending
2654,917.27,Wallet,Paid
2655,897.58,Card,Paid
2656,113.58,Card,Paid
2657,98.85,Card,Paid
2658,48.82,Card,Pending
2659,81.58,Cash,Pending
2660,97.97,Cash,Pending
2661,77.53,Cash,Pending
2662,223.44,Cash,Paid
2663,67.94,Card,Pending
2664,62.05,Card,Pending
2665,30.34,Card,Pending
2666,56.65,Card,Paid
2667,68.96,Card,Pending
2668,679.64,Cash,Paid
2669,40.35,Card,Pending
2670,115.88,Card,Paid
2671,464.6,Cash,Paid
2672,33.22,Card,Pending
2673,6.42,Card,Pending
2674,6.65,Cash,Pending
2675,50.19,Cash,Pending
2676,17.5,Cash,Pending
2677,78.67,Card,Pending
2678,17.9,Cash,Pending
2679,81.3,Card,Pending
2680,49.91,Card,Pending
2681,58.61,Card,Pending
2682,88.61,Cash,Pending
2683,451.13,Wallet,Paid
2684,7.37,Card,Pending
2685,904.54,Wallet,Paid
2686,2.19,Card,Pending
2687,26.66,Card,Pending
2688,270.36,Card,Paid
2689,68.58,Cash,Pending
2690,827.73,Wallet,Paid
2691,63.79,Cash,Pending
2692,93.24,Card,Pending
2693,95.46,Cash,Pending
2694,61.04,Card,Pending
2695,10.18,Cash,Pending
2696,150.33,Cash,Paid
2697,97.05,Cash,Pending
2698,97.8,Card,Pending
2699,52.2,Card,Pending
2700,6.75,Cash,Pending
2701,95.64,Cash,Pending
2702,406.32,Wallet,Paid
2703,21.04,Cash,Pending
2704,991.16,Card,Paid
2705,58.51,Card,Pending
2706,2.75,Cash,Pending
2707,733.62,Cash,Paid
2708,62.39,Cash,Pending
2709,10.85,Cash,Pending
2710,566.9,Card,Paid
2711,16.37,Cash,Pending
2712,927.95,Cash,Paid
2713,12.16,Cash,Pending
2714,31.11,Cash,Pending
2715,856.06,Cash,Paid
2716,125.35,Card,Paid
2717,48.31,Card,Pending
2718,62.99,Cash,Pending
2719,294.71,Wallet,Paid
2720,745.58,Wallet,Paid
2721,57.15,Cash,Pending
2722,7.82,Cash,Pending
2723,1.73,Cash,Pending
2724,348.43,Cash,Paid
2725,603.42,Card,Paid
2726,282.27,Wallet,Paid
2727,16.69,Card,Pending
2728,34.69,Cash,Pending
2729,92.93,Cash,Pending
2730,53.57,Card,Pending
2731,20.19,Cash,Pending
2732,43.82,Cash,Pending
2733,26.28,Card,Pending
2734,41.46,Card,Pending
2735,17.86,Cash,Pending
2736,54.3,Cash,Paid
2737,58.5,Cash,Pending
2738,83.31,Cash,Pending
2739,556.49,Card,Paid
2740,6.08,Card,Pending
2741,655.17,Wallet,Paid
2742,758.47,Wallet,Paid
2743,237.25,Wallet,Paid
2744,14.78,Card,Pending
2745,5.59,Cash,Pending
2746,37.74,Cash,Pending
2747,8.78,Card,Pending
2748,54.07,Cash,Pending
2749,940.28,Card,Paid
2750,279.81,Cash,Paid
2751,919.75,Cash,Paid
2752,81.51,Card,Pending
2753,88.3,Cash,Pending
2754,481.89,Cash,Paid
2755,7.42,Cash,Pending
2756,459.31,Card,Paid
2757,64.3,Card,Pending
2758,42.57,Card,Pending
2759,23.33,Cash,Pending
2760,5.02,Cash,Pending
2761,463.68,Card,Paid
2762,8.26,Cash,Pending
2763,45.46,Card,Pending
2764,472.74,Cash,Paid
2765,67.52,Card,Pending
2766,296.12,Cash,Paid
2767,695.15,Wallet,Paid
2768,62.74,Card,Pending
2769,139.29,Cash,Paid
2770,53.99,Cash,Pending
2771,88.37,Cash,Pending
2772,65.2,Cash,Pending
2773,50.7,Cash,Pending
2774,588.26,Cash,Paid
2775,98.97,Cash,Paid
2776,87.89,Card,Pending
2777,60.63,Cash,Pending
2778,90.49,Card,Pending
2779,41.27,Card,Pending
2780,40.1,Cash,Pending
2781,40.77,Card,Pending
2782,77.6,Cash,Pending
2783,558.71,Card,Paid
2784,3.63,Cash,Pending
2785,138.86,Cash,Paid
2786,84.67,Cash,Pending
2787,106.88,Card,Paid
2788,23.09,Card,Pending
2789,40.17,Card,Pending
2790,66.84,Card,Pending
2791,89.13,Card,Pending
2792,98.52,Card,Pending
2793,48.25,Cash,Pending
2794,19.09,Cash,Pending
2795,65.32,Card,Pending
2796,821.4,Cash,Paid
2797,490.76,Card,Paid
2798,97.67,Cash,Pending
2799,64.87,Cash,Pending
2800,807.12,Cash,Paid
2801,377.31,Wallet,Paid
2802,79.85,Cash,Pending
2803,39.83,Cash,Pending
2804,377.07,Wallet,Paid
2805,258.08,Cash,Paid
2806,77.18,Card,Pending
2807,7.43,Cash,Pending
2808,3.03,Cash,Pending
2809,215.93,Wallet,Paid
2810,52.71,Card,Pending
2811,52.28,Card,Pending
2812,9.4,Cash,Pending
2813,142.08,Cash,Paid
2814,88.27,Cash,Pending
2815,45.46,Cash,Pending
2816,103.83,Wallet,Paid
2817,137.63,Cash,Paid
2818,93.73,Card,Pending
2819,732.05,Wallet,Paid
2820,58.04,Card,Pending
2821,60.78,Card,Pending
2822,22.58,Card,Pending
2823,32.22,Card,Pending
2824,72.58,Card,Pending
2825,569.5,Cash,Paid
2826,61.99,Card,Pending
2827,17.3,Cash,Pending
2828,896.99,Wallet,Paid
2829,67.92,Cash,Pending
2830,19.05,Card,Pending
2831,23.31,Cash,Pending
2832,46.56,Card,Pending
2833,47.84,Cash,Pending
2834,51.81,Card,Pending
2835,6.37,Cash,Pending
2836,94.05,Card,Pending
2837,49.5,Cash,Pending
2838,21.42,Card,Pending
2839,550.11,Card,Paid
2840,6.38,Card,Pending
2841,39.65,Card,Pending
2842,96.26,Card,Pending
2843,35.05,Cash,Pending
2844,6.65,Cash,Pending
2845,93.36,Card,Pending
2846,872.84,Wallet,Paid
2847,60.91,Card,Pending
2848,30.98,Cash,Pending
2849,47.44,Card,Pending
2850,93.49,Card,Pending
2851,547.22,Cash,Paid
2852,17.59,Card,Pending
2853,382.21,Wallet,Paid
2854,142.82,Card,Paid
2855,34.51,Card,Pending
2856,56.75,Card,Pending
2857,45.15,Cash,Pending
2858,6.57,Card,Pending
2859,55.13,Card,Pending
2860,827.99,Card,Paid
2861,550.03,Card,Paid
2862,929.31,Cash,Paid
2863,44.46,Cash,Pending
2864,36.07,Card,Pending
2865,84.78,Cash,Pending
2866,878.36,Cash,Paid
2867,847.74,Wallet,Paid
2868,86.3,Cash,Pending
2869,27.44,Cash,Pending
2870,18.83,Cash,Pending
2871,13.64,Card,Pending
2872,19.46,Card,Pending
2873,10.52,Card,Pending
2874,98.28,Cash,Pending
2875,4.77,Cash,Pending
2876,57.16,Cash,Pending
2877,30.86,Cash,Pending
2878,67.28,Cash,Pending
2879,6.17,Card,Pending
2880,4.05,Card,Pending
2881,835.5,Wallet,Paid
2882,26.02,Cash,Pending
2883,56.73,Cash,Pending
2884,14.05,Card,Pending
2885,81.82,Cash,Pending
2886,55.79,Wallet,Paid
2887,42.67,Card,Pending
2888,3.08,Cash,Pending
2889,88.71,Cash,Pending
2890,7.33,Card,Pending
2891,57.78,Cash,Pending
2892,79.47,Card,Pending
2893,64.36,Card,Pending
2894,490.11,Cash,Paid
2895,60.81,Card,Pending
2896,27.29,Card,Pending
2897,44.09,Cash,Pending
2898,918.2,Wallet,Paid
2899,89.08,Cash,Pending
2900,162.03,Wallet,Paid
2901,901.45,Wallet,Paid
2902,17.56,Cash,Pending
2903,48.38,Cash,Pending
2904,71.41,Cash,Pending
2905,40.44,Card,Pending
2906,94.96,Card,Pending
2907,29.06,Card,Pending
2908,952.11,Card,Paid
2909,36.58,Card,Pending
2910,93.29,Cash,Pending
2911,67.59,Card,Pending
2912,51.29,Card,Pending
2913,233.24,Cash,Paid
2914,8.54,Cash,Pending
2915,36.58,Cash,Pending
2916,31.35,Card,Pending
2917,496.3,Card,Paid
2918,437.38,Card,Paid
2919,31.23,Cash,Pending
2920,11.99,Cash,Pending
2921,90.9,Cash,Pending
2922,87.33,Card,Pending
2923,93.22,Cash,Pending
2924,20.29,Cash,Pending
2925,21.93,Cash,Pending
2926,979.13,Wallet,Paid
2927,14.53,Cash,Pending
2928,723.05,Card,Paid
2929,53.63,Wallet,Paid
2930,97.1,Card,Pending
2931,68.29,Card,Pending
2932,976.09,Cash,Paid
2933,47.02,Card,Pending
2934,81.33,Cash,Pending
2935,770.13,Cash,Paid
2936,51.38,Card,Pending
2937,147.23,Card,Paid
2938,92.86,Cash,Pending
2939,54.07,Card,Pending
2940,55.7,Card,Pending
2941,93.31,Cash,Pending
2942,515.72,Wallet,Paid
2943,10.6,Card,Pending
2944,73.49,Cash,Pending
2945,49.34,Cash,Pending
2946,492.49,Wallet,Paid
2947,95.8,Card,Pending
2948,8.28,Cash,Pending
2949,18.73,Card,Pending
2950,103.83,Card,Paid
2951,84.12,Cash,Pending
2952,83.96,Cash,Pending
2953,38.73,Cash,Pending
2954,660.08,Wallet,Paid
2955,73.63,Card,Pending
2956,584.85,Cash,Paid
2957,79.97,Cash,Pending
2958,21.21,Card,Pending
2959,22.9,Card,Pending
2960,38.75,Card,Pending
2961,484.69,Cash,Paid
2962,599.47,Wallet,Paid
2963,95.6,Card,Pending
2964,78.7,Card,Pending
2965,52.43,Card,Pending
2966,214.51,Card,Paid
2967,48.97,Card,Pending
2968,6.41,Cash,Pending
2969,436.65,Wallet,Paid
2970,395.4,Card,Paid
2971,88.99,Card,Paid
2972,254.45,Cash,Paid
2973,990.05,Cash,Paid
2974,998.65,Cash,Paid
2975,45.2,Cash,Pending
2976,130.94,Card,Paid
2977,12.33,Card,Pending
2978,88.96,Cash,Pending
2979,626.4,Card,Paid
2980,766.87,Card,Paid
2981,21.9,Card,Pending
2982,501.11,Card,Paid
2983,965.46,Wallet,Paid
2984,14.98,Card,Pending
2985,187.3,Card,Paid
2986,51.96,Cash,Pending
2987,833.34,Wallet,Paid
2988,84.41,Cash,Pending
2989,32.4,Card,Pending
2990,928.65,Wallet,Paid
2991,157.29,Cash,Paid
2992,437.35,Cash,Paid
2993,73.64,Card,Pending
2994,882.5,Card,Paid
2995,62.0,Card,Paid
2996,26.62,Card,Pending
2997,509.84,Wallet,Paid
2998,69.05,Cash,Pending
2999,771.39,Card,Paid
3000,55.48,Cash,Pending
3001,973.95,Cash,Paid
3002,68.74,Cash,Pending
3003,254.15,Wallet,Paid
3004,700.59,Cash,Paid
3005,59.08,Cash,Pending
3006,41.98,Card,Pending
3007,90.6,Card,Pending
3008,200.84,Card,Paid
3009,6.77,Cash,Pending
3010,70.71,Card,Pending
3011,113.22,Cash,Paid
3012,58.77,Cash,Pending
3013,72.38,Cash,Pending
3014,505.25,Card,Paid
3015,37.76,Card,Pending
3016,231.56,Wallet,Paid
3017,807.29,Wallet,Paid
3018,252.2,Card,Paid
3019,456.47,Wallet,Paid
3020,62.8,Cash,Pending
3021,940.93,Cash,Paid
3022,42.16,Card,Pending
3023,995.61,Cash,Paid
3024,43.57,Card,Pending
3025,77.13,Card,Pending
3026,251.13,Cash,Paid
3027,26.21,Cash,Pending
3028,829.09,Card,Paid
3029,65.86,Card,Pending
3030,67.51,Card,Pending
3031,277.39,Cash,Paid
3032,99.78,Card,Pending
3033,7.24,Card,Pending
3034,184.71,Wallet,Paid
3035,48.53,Card,Pending
3036,25.94,Card,Pending
3037,52.17,Cash,Pending
3038,64.08,Card,Pending
3039,25.09,Cash,Pending
3040,267.99,Wallet,Paid
3041,2.33,Card,Pending
3042,39.34,Cash,Pending
3043,72.42,Card,Pending
3044,186.36,Card,Paid
3045,33.35,Cash,Pending
3046,98.16,Card,Pending
3047,877.33,Cash,Paid
3048,60.1,Cash,Pending
3049,7.62,Card,Pending
3050,79.58,Cash,Pending
3051,40.23,Cash,Pending
3052,5.85,Card,Pending
3053,62.66,Card,Pending
3054,68.66,Cash,Pending
3055,64.16,Cash,Pending
3056,68.22,Cash,Pending
3057,43.0,Cash,Pending
3058,47.48,Cash,Pending
3059,33.53,Card,Pending
3060,249.08,Cash,Paid
3061,72.0,Cash,Pending
3062,974.45,Card,Paid
3063,582.09,Card,Paid
3064,94.41,Cash,Pending
3065,319.07,Cash,Paid
3066,37.55,Cash,Pending
3067,95.15,Card,Pending
3068,615.27,Card,Paid
3069,71.68,Card,Pending
3070,84.78,Cash,Pending
3071,79.74,Cash,Pending
3072,75.19,Card,Pending
3073,63.83,Cash,Pending
3074,90.92,Card,Paid
3075,408.1,Cash,Paid
3076,753.95,Card,Paid
3077,45.02,Card,Pending
3078,10.6,Card,Pending
3079,49.52,Card,Pending
3080,67.34,Card,Pending
3081,72.54,Card,Pending
3082,70.18,Cash,Pending
3083,350.26,Wallet,Paid
3084,97.01,Card,Pending
3085,989.47,Cash,Paid
3086,45.38,Card,Pending
3087,97.18,Card,Pending
3088,340.86,Card,Paid
3089,62.61,Cash,Pending
3090,9.59,Cash,Pending
3091,57.01,Card,Pending
3092,207.87,Card,Paid
3093,71.59,Cash,Pending
3094,864.69,Cash,Paid
3095,40.06,Card,Pending
3096,74.44,Cash,Pending
3097,59.08,Cash,Pending
3098,71.23,Card,Pending
3099,5.03,Cash,Pending
3100,70.84,Cash,Pending
3101,42.7,Card,Pending
3102,913.48,Card,Paid
3103,518.32,Wallet,Paid
3104,61.87,Card,Pending
3105,37.54,Card,Pending
3106,22.94,Card,Pending
3107,90.04,Cash,Pending
3108,89.0,Cash,Pending
3109,856.69,Wallet,Paid
3110,67.73,Cash,Pending
3111,53.72,Card,Pending
3112,36.06,Card,Pending
3113,10.33,Card,Pending
3114,632.3,Wallet,Paid
3115,96.16,Cash,Pending
3116,707.41,Wallet,Paid
3117,261.21,Wallet,Paid
3118,38.15,Card,Pending
3119,763.06,Card,Paid
3120,27.53,Cash,Pending
3121,17.04,Cash,Pending
3122,71.41,Card,Pending
3123,457.23,Cash,Paid
3124,67.83,Card,Pending
3125,30.83,Card,Pending
3126,80.3,Card,Pending
3127,56.47,Cash,Pending
3128,22.75,Cash,Pending
3129,291.25,Wallet,Paid
3130,99.67,Card,Paid
3131,14.05,Cash,Pending
3132,31.74,Card,Pending
3133,63.44,Cash,Pending
3134,28.17,Card,Pending
3135,3.16,Cash,Pending
3136,927.77,Wallet,Paid
3137,8.32,Cash,Pending
3138,92.97,Cash,Pending
3139,15.06,Card,Pending
3140,267.71,Card,Paid
3141,21.44,Cash,Pending
3142,733.56,Card,Paid
3143,11.93,Card,Pending
3144,41.45,Cash,Pending
3145,95.6,Cash,Pending
3146,454.44,Card,Paid
3147,422.43,Cash,Paid
3148,84.26,Cash,Pending
3149,70.8,Card,Pending
3150,79.53,Cash,Pending
3151,6.99,Cash,Pending
3152,71.51,Cash,Pending
3153,2.88,Card,Pending
3154,3.37,Card,Pending
3155,87.76,Card,Pending
3156,400.98,Card,Paid
3157,72.04,Card,Pending
3158,98.31,Card,Pending
3159,67.06,Cash,Pending
3160,663.34,Cash,Paid
3161,89.31,Card,Pending
3162,921.53,Cash,Paid
3163,87.33,Card,Pending
3164,435.97,Wallet,Paid
3165,460.2,Wallet,Paid
3166,70.32,Wallet,Paid
3167,2.53,Card,Pending
3168,92.83,Card,Pending
3169,198.41,Cash,Paid
3170,368.65,Cash,Paid
3171,96.96,Card,Pending
3172,83.13,Card,Pending
3173,312.71,Cash,Paid
3174,86.67,Card,Pending
3175,14.53,Cash,Pending
3176,10.55,Cash,Pending
3177,20.89,Card,Pending
3178,299.03,Wallet,Paid
3179,435.72,Cash,Paid
3180,41.53,Cash,Pending
3181,216.46,Card,Paid
3182,36.76,Card,Pending
3183,75.54,Card,Pending
3184,362.78,Cash,Paid
3185,85.66,Card,Pending
3186,87.46,Card,Pending
3187,3.8,Cash,Pending
3188,379.03,Cash,Paid
3189,52.38,Card,Pending
3190,28.38,Cash,Pending
3191,885.4,Cash,Paid
3192,62.17,Cash,Pending
3193,71.06,Cash,Pending
3194,720.88,Card,Paid
3195,91.22,Wallet,Paid
3196,96.8,Cash,Pending
3197,61.49,Cash,Pending
3198,587.12,Card,Paid
3199,72.8,Card,Pending
3200,9.15,Card,Pending
3201,138.41,Cash,Paid
3202,58.01,Cash,Paid
3203,20.36,Card,Pending
3204,62.76,Cash,Pending
3205,12.41,Cash,Pending
3206,995.32,Wallet,Paid
3207,41.94,Card,Pending
3208,84.57,Wallet,Paid
3209,71.63,Card,Pending
3210,84.4,Card,Pending
3211,44.72,Cash,Pending
3212,36.18,Card,Pending
3213,38.57,Cash,Pending
3214,57.52,Card,Pending
3215,49.67,Card,Pending
3216,899.13,Wallet,Paid
3217,635.84,Wallet,Paid
3218,28.2,Card,Pending
3219,45.66,Card,Pending
3220,61.94,Cash,Pending
3221,600.58,Cash,Paid
3222,60.23,Cash,Pending
3223,607.11,Wallet,Paid
3224,61.9,Cash,Pending
3225,35.83,Cash,Pending
3226,85.3,Cash,Pending
3227,38.98,Card,Pending
3228,76.42,Cash,Pending
3229,72.77,Card,Pending
3230,73.32,Cash,Pending
3231,271.19,Card,Paid
3232,85.27,Cash,Pending
3233,50.92,Cash,Pending
3234,276.85,Cash,Paid
3235,855.85,Cash,Paid
3236,27.63,Card,Pending
3237,928.57,Card,Paid
3238,681.29,Wallet,Paid
3239,42.0,Card,Pending
3240,73.18,Card,Pending
3241,93.94,Cash,Pending
3242,5.66,Cash,Pending
3243,98.36,Cash,Pending
3244,57.29,Wallet,Paid
3245,15.61,Card,Pending
3246,49.55,Cash,Pending
3247,28.38,Card,Pending
3248,383.72,Card,Paid
3249,84.42,Card,Pending
3250,3.59,Cash,Pending
3251,295.32,Card,Paid
3252,79.3,Cash,Pending
3253,467.13,Cash,Paid
3254,680.79,Cash,Paid
3255,23.32,Card,Pending
3256,81.67,Cash,Pending
3257,33.46,Cash,Pending
3258,669.86,Wallet,Paid
3259,79.57,Card,Pending
3260,24.43,Card,Pending
3261,320.16,Card,Paid
3262,105.94,Cash,Paid
3263,40.22,Card,Pending
3264,248.19,Wallet,Paid
3265,85.94,Cash,Pending
3266,50.73,Cash,Pending
3267,407.03,Wallet,Paid
3268,65.23,Cash,Pending
3269,289.19,Wallet,Paid
3270,8.0,Cash,Pending
3271,80.74,Cash,Pending
3272,35.61,Card,Pending
3273,801.31,Wallet,Paid
3274,39.93,Cash,Pending
3275,459.91,Card,Paid
3276,250.91,Cash,Paid
3277,83.2,Cash,Pending
3278,34.53,Cash,Pending
3279,75.12,Card,Pending
3280,57.0,Card,Pending
3281,144.91,Wallet,Paid
3282,183.79,Wallet,Paid
3283,17.64,Cash,Pending
3284,372.07,Cash,Paid
3285,920.97,Cash,Paid
3286,85.07,Wallet,Paid
3287,80.74,Cash,Pending
3288,897.02,Cash,Paid
3289,27.85,Cash,Pending
3290,136.79,Card,Paid
3291,11.82,Card,Pending
3292,70.36,Card,Pending
3293,942.4,Cash,Paid
3294,157.02,Card,Paid
3295,79.36,Cash,Pending
3296,796.31,Cash,Paid
3297,34.22,Cash,Pending
3298,76.6,Cash,Pending
3299,81.93,Cash,Pending
3300,41.98,Card,Pending
3301,3.94,Cash,Pending
3302,86.54,Card,Pending
3303,36.4,Cash,Pending
3304,9.37,Cash,Pending
3305,648.61,Wallet,Paid
3306,561.62,Wallet,Paid
3307,52.04,Card,Pending
3308,19.45,Card,Pending
3309,145.39,Cash,Paid
3310,0.96,Card,Pending
3311,86.8,Card,Pending
3312,75.86,Card,Pending
3313,31.27,Card,Pending
3314,950.99,Card,Paid
3315,84.25,Card,Paid
3316,290.9,Cash,Paid
3317,179.87,Card,Paid
3318,20.84,Card,Pending
3319,6.79,Cash,Pending
3320,955.84,Cash,Paid
3321,15.44,Cash,Pending
3322,334.91,Cash,Paid
3323,73.8,Cash,Pending
3324,346.07,Card,Paid
3325,5.67,Cash,Pending
3326,47.68,Card,Pending
3327,10.26,Card,Pending
3328,43.31,Cash,Pending
3329,15.52,Card,Pending
3330,56.81,Cash,Pending
3331,49.94,Cash,Pending
3332,97.49,Cash,Pending
3333,47.03,Card,Pending
3334,7.82,Cash,Pending
3335,29.36,Card,Pending
3336,205.42,Wallet,Paid
3337,71.6,Cash,Pending
3338,98.37,Card,Pending
3339,356.98,Wallet,Paid
3340,11.54,Cash,Pending
3341,76.4,Cash,Pending
3342,90.59,Card,Pending
3343,43.39,Cash,Pending
3344,85.81,Cash,Pending
3345,89.73,Cash,Pending
3346,73.8,Cash,Pending
3347,73.47,Card,Pending
3348,4.19,Card,Pending
3349,187.61,Card,Paid
3350,709.35,Wallet,Paid
3351,86.14,Card,Pending
3352,96.28,Card,Pending
3353,25.9,Cash,Pending
3354,6.21,Card,Pending
3355,290.88,Cash,Paid
3356,64.23,Cash,Pending
3357,12.7,Card,Pending
3358,334.19,Cash,Paid
3359,260.57,Card,Paid
3360,16.53,Card,Pending
3361,77.84,Card,Pending
3362,879.76,Cash,Paid
3363,50.37,Cash,Pending
3364,30.46,Card,Pending
3365,65.37,Card,Pending
3366,224.14,Cash,Paid
3367,15.13,Card,Pending
3368,19.92,Card,Pending
3369,501.59,Card,Paid
3370,786.83,Cash,Paid
3371,64.05,Card,Pending
3372,6.31,Card,Pending
3373,54.84,Cash,Pending
3374,75.98,Cash,Pending
3375,28.67,Card,Pending
3376,72.61,Card,Pending
3377,177.64,Cash,Paid
3378,32.29,Cash,Pending
3379,50.32,Card,Pending
3380,89.33,Card,Pending
3381,54.15,Card,Pending
3382,98.5,Cash,Pending
3383,73.41,Cash,Pending
3384,21.97,Card,Pending
3385,498.15,Wallet,Paid
3386,93.29,Card,Pending
3387,74.5,Card,Pending
3388,78.56,Card,Pending
3389,21.16,Cash,Pending
3390,12.37,Cash,Pending
3391,22.31,Cash,Pending
3392,814.78,Cash,Paid
3393,187.64,Cash,Paid
3394,89.93,Cash,Pending
3395,85.51,Card,Pending
3396,10.12,Card,Pending
3397,448.6,Card,Paid
3398,94.56,Card,Pending
3399,20.69,Cash,Pending
3400,63.94,Cash,Pending
3401,803.84,Wallet,Paid
3402,60.11,Cash,Pending
3403,257.56,Cash,Paid
3404,14.35,Card,Pending
3405,93.2,Cash,Pending
3406,65.3,Cash,Pending
3407,51.62,Cash,Paid
3408,90.29,Card,Pending
3409,811.52,Wallet,Paid
3410,54.65,Card,Pending
3411,7.55,Cash,Pending
3412,35.63,Card,Pending
3413,3.71,Cash,Pending
3414,87.25,Cash,Pending
3415,5.73,Card,Pending
3416,438.64,Card,Paid
3417,51.91,Cash,Pending
3418,31.46,Cash,Pending
3419,641.03,Card,Paid
3420,197.87,Cash,Paid
3421,77.06,Cash,Pending
3422,38.5,Card,Pending
3423,57.3,Card,Pending
3424,56.74,Card,Pending
3425,459.4,Card,Paid
3426,710.61,Wallet,Paid
3427,90.49,Cash,Pending
3428,1.51,Card,Pending
3429,52.3,Card,Pending
3430,5.14,Cash,Pending
3431,15.03,Card,Pending
3432,60.12,Card,Pending
3433,18.47,Cash,Pending
3434,86.88,Card,Pending
3435,16.56,Cash,Pending
3436,36.45,Cash,Pending
3437,92.21,Cash,Pending
3438,621.92,Wallet,Paid
3439,40.48,Cash,Pending
3440,479.5,Cash,Paid
3441,373.05,Cash,Paid
3442,512.54,Cash,Paid
3443,178.53,Cash,Paid
3444,61.88,Wallet,Paid
3445,320.04,Card,Paid
3446,36.53,Cash,Pending
3447,13.03,Card,Pending
3448,12.7,Card,Pending
3449,536.97,Wallet,Paid
3450,61.7,Cash,Pending
3451,49.5,Card,Pending
3452,50.51,Card,Pending
3453,20.52,Cash,Pending
3454,99.83,Cash,Pending
3455,54.01,Card,Pending
3456,990.61,Card,Paid
3457,43.92,Cash,Pending
3458,67.58,Card,Pending
3459,88.94,Cash,Pending
3460,44.23,Card,Pending
3461,940.29,Cash,Paid
3462,55.55,Cash,Pending
3463,20.29,Card,Pending
3464,88.09,Card,Pending
3465,700.13,Wallet,Paid
3466,36.92,Cash,Pending
3467,8.82,Cash,Pending
3468,99.14,Card,Pending
3469,52.63,Cash,Pending
3470,19.7,Card,Pending
3471,975.12,Wallet,Paid
3472,73.96,Cash,Pending
3473,92.47,Cash,Pending
3474,340.77,Card,Paid
